id_ticket,fecha_creacion,fecha_cierre,id_usuario,id_analista,categoria,prioridad,estado,sla_horas,tiempo_resolucion,sede,canal
2603,2026-03-03,2026-03-04 18:00:00,491,4,SAP,Media,En Proceso,24,42,Barranquilla,Teams
2604,2024-12-15,2024-12-16 22:00:00,158,15,Red,Baja,En Proceso,48,46,Cali,Teléfono
2605,2025-11-04,2025-11-05 20:00:00,8,20,Software,Alta,En Proceso,24,44,Bogotá,Teams
2606,2024-10-12,2024-10-13 09:00:00,74,1,Correo,Media,Abierto,12,33,Medellín,Teams
2607,2026-04-23,2026-04-25 03:00:00,37,11,Software,Alta,Cerrado,24,51,Medellín,Chat
2608,2026-01-18,2026-01-18 09:00:00,440,10,Software,Media,En Proceso,4,9,Bucaramanga,Portal
2609,2025-04-14,2025-04-14 13:00:00,48,12,Base de Datos,Crítica,En Proceso,8,13,Bucaramanga,Chat
2610,2026-05-12,2026-05-12 19:00:00,230,14,Impresoras,Media,Abierto,12,19,Bucaramanga,Portal
2611,2024-11-10,2024-11-10 16:00:00,160,17,Correo,Alta,Cerrado,48,16,Cali,Portal
2612,2025-08-23,2025-08-25 03:00:00,67,19,Software,Media,Resuelto,8,51,Medellín,Chat
2613,2024-07-26,2024-07-27 04:00:00,439,3,SAP,Media,Resuelto,4,28,Pereira,Portal
2614,2025-10-31,2025-11-02 04:00:00,291,9,Accesos,Alta,Cerrado,48,52,Cali,Correo
2615,2026-04-19,2026-04-20 13:00:00,247,7,Accesos,Crítica,Cerrado,12,37,Bucaramanga,Correo
2616,2025-06-13,2025-06-13 19:00:00,365,19,SAP,Crítica,Resuelto,4,19,Pereira,Correo
2617,2024-06-22,2024-06-24 11:00:00,251,14,Equipos,Baja,Cerrado,8,59,Bogotá,Chat
2618,2025-09-14,2025-09-14 21:00:00,59,6,Base de Datos,Baja,Abierto,12,21,Cali,Teams
2619,2025-02-26,2025-02-27 10:00:00,336,14,Base de Datos,Crítica,En Proceso,24,34,Bucaramanga,Teams
2620,2026-03-29,2026-03-30 16:00:00,233,17,Red,Baja,Cerrado,24,40,Cali,Portal
2621,2026-05-25,2026-05-27 13:00:00,286,16,VPN,Crítica,Abierto,24,61,Bucaramanga,Chat
2622,2025-03-23,2025-03-23 03:00:00,291,20,Correo,Crítica,Resuelto,12,3,Bogotá,Correo
2623,2025-02-28,2025-03-02 23:00:00,115,1,Accesos,Alta,Abierto,24,71,Bucaramanga,Teams
2624,2026-01-23,2026-01-25 03:00:00,358,17,Equipos,Media,En Proceso,48,51,Medellín,Correo
2625,2025-08-30,2025-08-30 17:00:00,162,6,Equipos,Alta,En Proceso,8,17,Barranquilla,Teléfono
2626,2026-02-14,2026-02-14 11:00:00,203,17,Software,Baja,En Proceso,8,11,Cali,Portal
2627,2024-12-08,2024-12-08 06:00:00,268,5,Accesos,Crítica,Resuelto,4,6,Barranquilla,Portal
2628,2026-04-20,2026-04-21 22:00:00,439,1,Software,Alta,En Proceso,8,46,Bogotá,Portal
2629,2026-02-17,2026-02-19 18:00:00,248,20,Telefonía,Baja,Cerrado,48,66,Medellín,Correo
2630,2025-07-01,2025-07-03 21:00:00,153,9,Accesos,Crítica,Resuelto,24,69,Barranquilla,Portal
2631,2026-04-27,2026-04-28 17:00:00,265,18,Telefonía,Media,Resuelto,12,41,Barranquilla,Chat
2632,2025-12-30,2026-01-01 11:00:00,17,12,Base de Datos,Media,Abierto,8,59,Bucaramanga,Chat
2633,2025-03-30,2025-04-01 01:00:00,409,2,Software,Crítica,Resuelto,48,49,Bogotá,Chat
2634,2025-12-31,2026-01-02 18:00:00,488,12,VPN,Baja,Resuelto,12,66,Barranquilla,Teléfono
2635,2026-04-03,2026-04-04 10:00:00,169,6,Hardware,Media,Resuelto,8,34,Cali,Portal
2636,2024-07-26,2024-07-27 13:00:00,320,17,Correo,Crítica,En Proceso,48,37,Medellín,Teléfono
2637,2024-06-22,2024-06-24 08:00:00,276,6,Base de Datos,Media,Resuelto,48,56,Medellín,Chat
2638,2025-08-17,2025-08-19 19:00:00,216,13,Office 365,Media,Abierto,8,67,Barranquilla,Correo
2639,2026-01-20,2026-01-21 18:00:00,255,1,Office 365,Media,Resuelto,48,42,Medellín,Teléfono
2640,2025-11-11,2025-11-12 15:00:00,213,13,Equipos,Media,En Proceso,4,39,Bucaramanga,Correo
2641,2025-03-03,2025-03-05 12:00:00,123,5,Red,Alta,Abierto,48,60,Bucaramanga,Portal
2642,2025-09-22,2025-09-22 04:00:00,357,6,Accesos,Baja,Resuelto,12,4,Barranquilla,Teléfono
2643,2025-07-24,2025-07-26 04:00:00,265,10,Base de Datos,Crítica,Cerrado,24,52,Bogotá,Correo
2644,2026-01-29,2026-01-31 20:00:00,482,1,Impresoras,Media,Resuelto,24,68,Pereira,Teléfono
2645,2024-08-30,2024-09-01 17:00:00,213,15,Software,Baja,En Proceso,48,65,Pereira,Teams
2646,2024-10-16,2024-10-16 04:00:00,333,5,Accesos,Baja,Abierto,4,4,Pereira,Portal
2647,2025-06-27,2025-06-29 07:00:00,22,6,Accesos,Alta,En Proceso,12,55,Bogotá,Teléfono
2648,2025-08-31,2025-09-02 16:00:00,293,5,Accesos,Crítica,En Proceso,48,64,Cali,Correo
2649,2024-09-08,2024-09-10 20:00:00,155,17,Office 365,Baja,Resuelto,24,68,Cali,Correo
2650,2026-04-11,2026-04-13 18:00:00,279,15,Equipos,Media,Cerrado,4,66,Barranquilla,Portal
2651,2025-05-24,2025-05-25 04:00:00,198,19,Software,Crítica,Cerrado,8,28,Bucaramanga,Teams
2652,2025-05-21,2025-05-23 06:00:00,173,6,Correo,Baja,En Proceso,4,54,Bucaramanga,Chat
2653,2024-10-31,2024-11-01 08:00:00,47,20,Telefonía,Alta,Resuelto,8,32,Medellín,Portal
2654,2024-11-26,2024-11-26 08:00:00,371,12,VPN,Media,Cerrado,12,8,Cali,Correo
2655,2025-05-17,2025-05-19 03:00:00,178,16,Base de Datos,Media,Resuelto,48,51,Medellín,Chat
2656,2025-07-23,2025-07-23 08:00:00,184,14,Accesos,Crítica,En Proceso,8,8,Pereira,Correo
2657,2025-09-19,2025-09-19 23:00:00,479,11,Equipos,Baja,Resuelto,8,23,Bogotá,Teléfono
2658,2025-06-19,2025-06-20 05:00:00,46,13,Red,Crítica,Cerrado,48,29,Cali,Teléfono
2659,2024-08-25,2024-08-25 21:00:00,93,19,Impresoras,Baja,Resuelto,24,21,Pereira,Teams
2660,2024-10-03,2024-10-05 16:00:00,356,6,Base de Datos,Alta,Cerrado,4,64,Bucaramanga,Teléfono
2661,2025-11-05,2025-11-07 12:00:00,363,2,Correo,Media,Resuelto,12,60,Bogotá,Portal
2662,2025-03-09,2025-03-09 19:00:00,104,9,Software,Alta,Resuelto,48,19,Cali,Chat
2663,2025-09-23,2025-09-24 22:00:00,427,4,Telefonía,Crítica,Resuelto,4,46,Barranquilla,Teams
2664,2026-01-23,2026-01-25 19:00:00,423,8,Correo,Media,En Proceso,48,67,Bucaramanga,Chat
2665,2025-07-30,2025-07-31 04:00:00,280,10,Accesos,Crítica,Cerrado,24,28,Barranquilla,Teléfono
2666,2026-03-08,2026-03-09 13:00:00,268,19,Hardware,Media,Cerrado,48,37,Cali,Correo
2667,2025-03-05,2025-03-06 19:00:00,29,5,Base de Datos,Alta,En Proceso,24,43,Pereira,Chat
2668,2026-03-06,2026-03-06 23:00:00,271,7,Red,Media,Cerrado,12,23,Bucaramanga,Teams
2669,2026-03-15,2026-03-17 01:00:00,323,3,Base de Datos,Media,Abierto,12,49,Barranquilla,Correo
2670,2025-10-13,2025-10-14 12:00:00,460,12,Base de Datos,Crítica,En Proceso,24,36,Bogotá,Portal
2671,2025-09-01,2025-09-03 17:00:00,250,5,Telefonía,Alta,Abierto,8,65,Bogotá,Portal
2672,2024-11-15,2024-11-15 19:00:00,62,12,Impresoras,Crítica,Resuelto,4,19,Bucaramanga,Portal
2673,2024-08-31,2024-08-31 07:00:00,77,17,SAP,Baja,En Proceso,4,7,Cali,Teams
2674,2025-06-21,2025-06-23 16:00:00,461,14,Software,Crítica,En Proceso,48,64,Pereira,Chat
2675,2026-06-01,2026-06-01 17:00:00,396,17,Telefonía,Alta,Resuelto,24,17,Barranquilla,Chat
2676,2025-09-02,2025-09-02 15:00:00,208,15,Office 365,Alta,Abierto,8,15,Barranquilla,Teléfono
2677,2025-07-09,2025-07-09 23:00:00,63,8,Base de Datos,Crítica,En Proceso,4,23,Bogotá,Portal
2678,2026-03-11,2026-03-11 23:00:00,10,7,Correo,Crítica,Cerrado,48,23,Bucaramanga,Teams
2679,2024-08-08,2024-08-10 14:00:00,393,7,Hardware,Alta,Resuelto,24,62,Medellín,Portal
2680,2024-10-29,2024-10-30 18:00:00,170,4,Base de Datos,Baja,Resuelto,48,42,Pereira,Chat
2681,2024-06-07,2024-06-09 11:00:00,32,17,VPN,Media,En Proceso,12,59,Bucaramanga,Teams
2682,2024-10-30,2024-11-01 22:00:00,110,4,Correo,Baja,Cerrado,24,70,Pereira,Correo
2683,2024-06-08,2024-06-10 06:00:00,355,13,Impresoras,Media,Cerrado,24,54,Pereira,Correo
2684,2025-06-21,2025-06-22 00:00:00,256,11,Red,Baja,Abierto,12,24,Medellín,Teams
2685,2024-08-22,2024-08-23 11:00:00,489,14,Office 365,Alta,Abierto,48,35,Medellín,Teléfono
2686,2025-08-22,2025-08-22 10:00:00,493,15,Impresoras,Baja,En Proceso,12,10,Cali,Portal
2687,2025-08-10,2025-08-12 01:00:00,418,3,Red,Baja,Resuelto,24,49,Bogotá,Correo
2688,2025-02-09,2025-02-11 14:00:00,89,11,Office 365,Baja,Abierto,24,62,Cali,Portal
2689,2025-02-17,2025-02-18 19:00:00,310,17,Base de Datos,Crítica,En Proceso,12,43,Cali,Teams
2690,2026-06-04,2026-06-05 15:00:00,269,13,Impresoras,Baja,Abierto,12,39,Barranquilla,Chat
2691,2025-12-21,2025-12-22 21:00:00,79,18,Hardware,Baja,Abierto,4,45,Pereira,Teléfono
2692,2025-06-27,2025-06-29 04:00:00,51,1,Base de Datos,Alta,En Proceso,48,52,Medellín,Teléfono
2693,2026-05-30,2026-05-30 15:00:00,159,2,Software,Crítica,En Proceso,4,15,Pereira,Correo
2694,2025-05-08,2025-05-08 11:00:00,145,12,Impresoras,Baja,Resuelto,8,11,Bogotá,Teléfono
2695,2026-01-04,2026-01-04 16:00:00,264,14,Impresoras,Baja,En Proceso,8,16,Bucaramanga,Teams
2696,2026-05-30,2026-05-31 10:00:00,379,8,Equipos,Crítica,Cerrado,4,34,Bucaramanga,Chat
2697,2026-03-04,2026-03-05 21:00:00,471,7,Telefonía,Crítica,Cerrado,4,45,Cali,Portal
2698,2025-12-25,2025-12-26 01:00:00,401,4,Software,Baja,En Proceso,24,25,Bogotá,Teléfono
2699,2025-01-06,2025-01-07 00:00:00,98,12,Accesos,Media,En Proceso,12,24,Barranquilla,Teléfono
2700,2024-12-10,2024-12-12 09:00:00,50,5,VPN,Crítica,Resuelto,12,57,Bucaramanga,Teams
2701,2024-08-20,2024-08-21 18:00:00,220,13,Accesos,Crítica,En Proceso,48,42,Cali,Teléfono
2702,2025-01-18,2025-01-18 19:00:00,128,19,Correo,Baja,Cerrado,12,19,Barranquilla,Teléfono
2703,2025-02-13,2025-02-13 04:00:00,484,14,VPN,Media,Resuelto,4,4,Barranquilla,Correo
2704,2026-01-05,2026-01-05 09:00:00,363,6,SAP,Crítica,Cerrado,4,9,Bogotá,Teams
2705,2026-05-24,2026-05-25 23:00:00,16,9,Equipos,Crítica,Cerrado,4,47,Barranquilla,Portal
2706,2025-10-15,2025-10-17 21:00:00,246,19,Red,Alta,En Proceso,12,69,Bogotá,Chat
2707,2025-08-13,2025-08-15 23:00:00,335,7,Software,Media,En Proceso,8,71,Bucaramanga,Portal
2708,2025-01-30,2025-01-30 09:00:00,172,12,Telefonía,Alta,Abierto,12,9,Pereira,Teléfono
2709,2025-03-17,2025-03-18 01:00:00,114,7,Red,Media,Resuelto,8,25,Pereira,Chat
2710,2024-12-21,2024-12-21 12:00:00,496,18,Base de Datos,Media,Cerrado,8,12,Barranquilla,Chat
2711,2024-11-18,2024-11-20 11:00:00,83,19,Hardware,Alta,Abierto,4,59,Pereira,Chat
2712,2026-03-30,2026-03-30 21:00:00,380,8,SAP,Crítica,En Proceso,24,21,Bucaramanga,Correo
2713,2025-03-17,2025-03-17 06:00:00,173,8,VPN,Media,En Proceso,8,6,Medellín,Chat
2714,2024-10-21,2024-10-23 23:00:00,135,13,Software,Crítica,Cerrado,4,71,Bogotá,Teléfono
2715,2024-10-26,2024-10-27 01:00:00,133,17,Office 365,Alta,Resuelto,4,25,Barranquilla,Teams
2716,2026-02-12,2026-02-14 17:00:00,363,18,Software,Baja,Abierto,12,65,Bogotá,Chat
2717,2026-05-20,2026-05-20 19:00:00,204,5,Correo,Media,En Proceso,24,19,Barranquilla,Teams
2718,2026-02-22,2026-02-22 23:00:00,206,20,Base de Datos,Media,Resuelto,8,23,Pereira,Portal
2719,2025-02-12,2025-02-13 05:00:00,164,13,Office 365,Baja,Cerrado,12,29,Barranquilla,Portal
2720,2025-04-26,2025-04-26 07:00:00,176,12,Office 365,Alta,Cerrado,12,7,Barranquilla,Correo
2721,2024-10-19,2024-10-21 03:00:00,76,4,Telefonía,Alta,Abierto,8,51,Barranquilla,Chat
2722,2025-05-18,2025-05-18 17:00:00,94,9,Base de Datos,Crítica,Resuelto,8,17,Pereira,Correo
2723,2024-11-30,2024-12-02 19:00:00,222,2,Base de Datos,Media,Cerrado,4,67,Pereira,Correo
2724,2026-05-06,2026-05-06 05:00:00,409,1,Telefonía,Alta,Resuelto,48,5,Bucaramanga,Chat
2725,2026-01-09,2026-01-12 00:00:00,379,15,Office 365,Crítica,Abierto,4,72,Bogotá,Chat
2726,2024-12-31,2025-01-01 02:00:00,110,18,Correo,Crítica,Resuelto,12,26,Bogotá,Teléfono
2727,2025-05-11,2025-05-13 21:00:00,24,11,Hardware,Alta,Abierto,8,69,Bogotá,Chat
2728,2024-08-10,2024-08-11 15:00:00,74,20,Telefonía,Media,Abierto,8,39,Bogotá,Teléfono
2729,2024-07-01,2024-07-01 20:00:00,190,12,Base de Datos,Media,En Proceso,12,20,Cali,Teams
2730,2026-01-25,2026-01-25 23:00:00,35,2,Red,Baja,En Proceso,48,23,Pereira,Teams
2731,2026-01-07,2026-01-09 01:00:00,224,15,Equipos,Crítica,Resuelto,4,49,Pereira,Teams
2732,2025-11-01,2025-11-03 14:00:00,498,9,SAP,Media,En Proceso,24,62,Barranquilla,Correo
2733,2025-01-23,2025-01-25 01:00:00,458,11,Correo,Baja,En Proceso,4,49,Bogotá,Portal
2734,2024-07-10,2024-07-10 08:00:00,383,6,Accesos,Baja,Abierto,4,8,Cali,Teams
2735,2024-10-11,2024-10-12 21:00:00,286,5,Red,Alta,Resuelto,48,45,Medellín,Teams
2736,2024-10-29,2024-10-29 17:00:00,310,9,Office 365,Crítica,Resuelto,4,17,Cali,Teléfono
2737,2024-12-17,2024-12-18 01:00:00,363,17,SAP,Crítica,Abierto,12,25,Pereira,Teams
2738,2024-12-02,2024-12-02 17:00:00,141,13,Red,Media,Cerrado,24,17,Cali,Teléfono
2739,2024-06-06,2024-06-06 15:00:00,303,7,Office 365,Media,Cerrado,48,15,Bogotá,Teams
2740,2025-05-17,2025-05-18 02:00:00,430,3,Telefonía,Baja,Resuelto,12,26,Barranquilla,Teléfono
2741,2024-08-09,2024-08-10 10:00:00,486,18,VPN,Media,En Proceso,12,34,Medellín,Teams
2742,2025-09-22,2025-09-24 05:00:00,215,4,Red,Media,Abierto,24,53,Pereira,Chat
2743,2024-08-12,2024-08-13 13:00:00,202,15,Office 365,Media,En Proceso,8,37,Pereira,Teléfono
2744,2024-06-15,2024-06-17 05:00:00,411,13,Red,Baja,En Proceso,48,53,Bucaramanga,Chat
2745,2024-09-17,2024-09-18 19:00:00,173,18,Correo,Alta,En Proceso,48,43,Bogotá,Teléfono
2746,2025-07-16,2025-07-16 14:00:00,165,9,Equipos,Crítica,Resuelto,12,14,Medellín,Teams
2747,2025-04-28,2025-04-28 04:00:00,419,1,Correo,Alta,Cerrado,8,4,Pereira,Portal
2748,2026-02-01,2026-02-03 00:00:00,260,6,VPN,Alta,Resuelto,8,48,Medellín,Teléfono
2749,2024-12-22,2024-12-23 23:00:00,163,8,Telefonía,Alta,Resuelto,4,47,Bogotá,Teléfono
2750,2025-12-12,2025-12-13 09:00:00,348,17,Impresoras,Crítica,Abierto,12,33,Medellín,Portal
2751,2024-10-24,2024-10-26 11:00:00,44,11,Accesos,Crítica,Cerrado,12,59,Pereira,Portal
2752,2025-11-26,2025-11-26 02:00:00,136,19,Accesos,Crítica,Abierto,24,2,Bogotá,Teams
2753,2024-08-03,2024-08-04 04:00:00,459,7,SAP,Crítica,En Proceso,4,28,Bucaramanga,Teléfono
2754,2025-11-29,2025-11-30 21:00:00,65,1,VPN,Alta,Resuelto,48,45,Cali,Teams
2755,2024-07-19,2024-07-19 21:00:00,342,13,Impresoras,Alta,Cerrado,48,21,Barranquilla,Portal
2756,2025-09-08,2025-09-09 23:00:00,294,6,Red,Media,Abierto,4,47,Bogotá,Chat
2757,2025-02-22,2025-02-22 03:00:00,183,3,Impresoras,Baja,Cerrado,24,3,Pereira,Portal
2758,2025-03-12,2025-03-13 08:00:00,326,11,Software,Media,Resuelto,48,32,Bucaramanga,Teléfono
2759,2024-11-23,2024-11-24 20:00:00,480,13,Base de Datos,Media,Abierto,12,44,Pereira,Teams
2760,2025-12-30,2025-12-30 07:00:00,356,18,Hardware,Alta,En Proceso,8,7,Bogotá,Teléfono
2761,2025-12-27,2025-12-27 10:00:00,478,4,VPN,Baja,Cerrado,8,10,Pereira,Teléfono
2762,2026-04-01,2026-04-02 14:00:00,40,1,SAP,Crítica,Cerrado,8,38,Bucaramanga,Chat
2763,2026-01-05,2026-01-07 18:00:00,332,8,Base de Datos,Media,Resuelto,12,66,Bogotá,Teléfono
2764,2026-02-23,2026-02-23 23:00:00,398,15,VPN,Media,Cerrado,48,23,Cali,Correo
2765,2026-02-21,2026-02-22 17:00:00,4,13,Base de Datos,Baja,En Proceso,4,41,Bucaramanga,Correo
2766,2025-11-12,2025-11-13 20:00:00,322,11,Correo,Alta,Resuelto,24,44,Cali,Chat
2767,2025-01-06,2025-01-07 09:00:00,420,3,VPN,Baja,Cerrado,4,33,Barranquilla,Chat
2768,2025-06-29,2025-07-02 00:00:00,415,4,Base de Datos,Baja,Resuelto,8,72,Bogotá,Portal
2769,2025-06-22,2025-06-24 15:00:00,215,13,SAP,Alta,Abierto,24,63,Pereira,Teams
2770,2025-11-10,2025-11-11 10:00:00,393,1,Software,Baja,Cerrado,4,34,Bogotá,Teléfono
2771,2025-01-25,2025-01-27 08:00:00,220,15,VPN,Media,Cerrado,24,56,Cali,Teams
2772,2024-10-19,2024-10-20 13:00:00,195,10,Accesos,Baja,En Proceso,12,37,Medellín,Portal
2773,2025-08-05,2025-08-07 11:00:00,65,14,Telefonía,Baja,Abierto,24,59,Pereira,Chat
2774,2025-08-12,2025-08-12 17:00:00,193,8,Correo,Baja,Abierto,8,17,Medellín,Teléfono
2775,2025-07-08,2025-07-09 16:00:00,446,4,Equipos,Media,En Proceso,8,40,Cali,Portal
2776,2025-03-05,2025-03-06 10:00:00,103,11,Software,Media,Abierto,8,34,Bucaramanga,Correo
2777,2026-02-04,2026-02-04 06:00:00,230,20,Software,Crítica,En Proceso,24,6,Cali,Chat
2778,2026-03-18,2026-03-18 07:00:00,458,10,SAP,Alta,Abierto,4,7,Pereira,Portal
2779,2024-10-15,2024-10-17 15:00:00,19,11,Software,Baja,Abierto,24,63,Barranquilla,Teams
2780,2025-01-02,2025-01-04 13:00:00,316,9,Accesos,Crítica,En Proceso,24,61,Medellín,Correo
2781,2025-10-30,2025-10-31 04:00:00,238,20,Base de Datos,Baja,Resuelto,48,28,Cali,Teams
2782,2024-11-19,2024-11-21 13:00:00,171,15,Equipos,Crítica,Resuelto,8,61,Pereira,Portal
2783,2026-04-15,2026-04-15 12:00:00,468,9,Software,Baja,En Proceso,48,12,Bucaramanga,Teléfono
2784,2025-01-08,2025-01-09 09:00:00,248,17,Office 365,Alta,Resuelto,48,33,Bucaramanga,Teams
2785,2024-09-21,2024-09-21 07:00:00,380,10,VPN,Baja,Abierto,4,7,Bucaramanga,Teléfono
2786,2024-07-07,2024-07-08 09:00:00,419,6,Office 365,Media,Resuelto,48,33,Bucaramanga,Teléfono
2787,2025-04-19,2025-04-20 03:00:00,480,8,Correo,Media,Cerrado,12,27,Barranquilla,Teams
2788,2025-10-16,2025-10-16 09:00:00,143,14,Base de Datos,Baja,Cerrado,24,9,Medellín,Portal
2789,2025-06-01,2025-06-01 18:00:00,77,2,Equipos,Baja,Abierto,4,18,Cali,Teams
2790,2026-01-29,2026-01-31 09:00:00,369,2,SAP,Alta,Cerrado,48,57,Cali,Teams
2791,2025-01-26,2025-01-26 02:00:00,90,14,Telefonía,Alta,Cerrado,8,2,Barranquilla,Teléfono
2792,2025-01-08,2025-01-10 19:00:00,85,18,Accesos,Alta,Cerrado,4,67,Pereira,Teléfono
2793,2025-10-12,2025-10-13 17:00:00,482,20,Hardware,Media,Cerrado,8,41,Medellín,Portal
2794,2024-10-22,2024-10-23 06:00:00,407,2,Hardware,Alta,Resuelto,24,30,Barranquilla,Chat
2795,2025-11-04,2025-11-05 10:00:00,192,9,Base de Datos,Alta,Abierto,8,34,Pereira,Correo
2796,2025-12-27,2025-12-29 03:00:00,157,19,SAP,Alta,Resuelto,8,51,Bogotá,Teams
2797,2025-07-12,2025-07-12 13:00:00,445,18,VPN,Baja,En Proceso,4,13,Bucaramanga,Chat
2798,2024-10-13,2024-10-14 16:00:00,376,4,VPN,Media,Resuelto,4,40,Bucaramanga,Chat
2799,2025-12-20,2025-12-22 03:00:00,91,15,Equipos,Crítica,En Proceso,4,51,Bucaramanga,Portal
2800,2026-05-29,2026-05-30 08:00:00,445,5,Impresoras,Media,Abierto,4,32,Barranquilla,Teams
2801,2025-10-16,2025-10-17 22:00:00,116,20,Impresoras,Baja,En Proceso,48,46,Bogotá,Correo
2802,2025-12-27,2025-12-28 02:00:00,309,10,VPN,Alta,Resuelto,4,26,Bucaramanga,Portal
2803,2025-05-02,2025-05-03 17:00:00,34,19,Office 365,Baja,Resuelto,8,41,Pereira,Correo
2804,2025-11-11,2025-11-13 16:00:00,27,1,VPN,Alta,Abierto,8,64,Pereira,Teams
2805,2024-06-15,2024-06-17 22:00:00,370,20,Telefonía,Alta,Abierto,12,70,Bogotá,Correo
2806,2026-04-20,2026-04-21 15:00:00,181,9,Red,Crítica,Resuelto,48,39,Cali,Correo
2807,2025-06-15,2025-06-15 09:00:00,469,3,Accesos,Alta,En Proceso,24,9,Pereira,Teléfono
2808,2026-01-15,2026-01-15 07:00:00,6,10,Hardware,Alta,Abierto,12,7,Pereira,Chat
2809,2025-09-27,2025-09-28 11:00:00,268,11,Software,Crítica,En Proceso,8,35,Cali,Portal
2810,2025-01-27,2025-01-30 00:00:00,308,3,SAP,Media,En Proceso,4,72,Barranquilla,Chat
2811,2025-10-18,2025-10-18 23:00:00,190,12,Impresoras,Crítica,Resuelto,48,23,Medellín,Teams
2812,2025-03-27,2025-03-27 08:00:00,36,7,VPN,Media,Cerrado,8,8,Bucaramanga,Teams
2813,2025-12-14,2025-12-14 20:00:00,360,8,Hardware,Crítica,Abierto,12,20,Medellín,Portal
2814,2024-06-25,2024-06-26 14:00:00,325,20,Impresoras,Alta,Cerrado,4,38,Bogotá,Chat
2815,2025-03-07,2025-03-09 14:00:00,262,16,Equipos,Baja,Cerrado,4,62,Cali,Chat
2816,2025-02-25,2025-02-25 19:00:00,290,4,Red,Crítica,Cerrado,12,19,Medellín,Teams
2817,2026-02-21,2026-02-23 16:00:00,496,9,SAP,Media,Abierto,24,64,Pereira,Chat
2818,2024-08-10,2024-08-11 03:00:00,242,7,Accesos,Media,Cerrado,48,27,Bucaramanga,Teléfono
2819,2024-12-19,2024-12-19 06:00:00,20,19,Office 365,Media,Cerrado,4,6,Barranquilla,Teams
2820,2024-09-18,2024-09-18 01:00:00,300,18,Telefonía,Alta,Resuelto,48,1,Bucaramanga,Chat
2821,2025-08-20,2025-08-22 16:00:00,148,15,SAP,Alta,En Proceso,4,64,Cali,Portal
2822,2025-12-06,2025-12-07 10:00:00,486,3,Red,Media,Cerrado,12,34,Pereira,Correo
2823,2024-11-05,2024-11-06 05:00:00,335,3,Accesos,Baja,En Proceso,24,29,Bogotá,Teléfono
2824,2025-01-17,2025-01-18 07:00:00,65,5,Software,Alta,Cerrado,4,31,Pereira,Teléfono
2825,2025-04-10,2025-04-10 02:00:00,416,8,Impresoras,Crítica,En Proceso,4,2,Medellín,Portal
2826,2024-08-21,2024-08-22 01:00:00,458,13,Equipos,Alta,Cerrado,48,25,Pereira,Portal
2827,2024-07-07,2024-07-08 15:00:00,365,4,Red,Alta,Abierto,12,39,Pereira,Chat
2828,2025-03-18,2025-03-18 17:00:00,116,19,Impresoras,Media,En Proceso,4,17,Bucaramanga,Chat
2829,2025-03-07,2025-03-08 00:00:00,180,11,Impresoras,Media,Abierto,12,24,Bogotá,Teléfono
2830,2025-05-28,2025-05-29 05:00:00,235,19,Impresoras,Media,Cerrado,8,29,Pereira,Correo
2831,2024-09-18,2024-09-19 12:00:00,483,2,Office 365,Crítica,Abierto,48,36,Barranquilla,Teams
2832,2025-09-02,2025-09-03 23:00:00,182,18,VPN,Alta,Cerrado,4,47,Pereira,Correo
2833,2025-07-22,2025-07-23 18:00:00,462,1,Hardware,Crítica,Resuelto,8,42,Medellín,Portal
2834,2025-12-31,2026-01-02 13:00:00,127,6,Software,Crítica,Abierto,24,61,Barranquilla,Teléfono
2835,2025-11-06,2025-11-08 01:00:00,160,5,Red,Crítica,En Proceso,8,49,Pereira,Teléfono
2836,2025-02-19,2025-02-20 08:00:00,248,16,Telefonía,Alta,Cerrado,12,32,Medellín,Teams
2837,2026-04-21,2026-04-22 07:00:00,122,15,Telefonía,Alta,Cerrado,8,31,Cali,Chat
2838,2026-05-07,2026-05-07 01:00:00,114,4,Impresoras,Crítica,Resuelto,4,1,Barranquilla,Teams
2839,2025-07-07,2025-07-07 09:00:00,405,6,Impresoras,Baja,Resuelto,24,9,Medellín,Teléfono
2840,2025-08-13,2025-08-15 01:00:00,470,11,Accesos,Media,Abierto,48,49,Cali,Teams
2841,2026-05-16,2026-05-16 07:00:00,21,8,Red,Baja,En Proceso,48,7,Pereira,Teams
2842,2026-04-17,2026-04-19 19:00:00,481,9,Equipos,Media,Abierto,4,67,Bogotá,Teléfono
2843,2024-08-09,2024-08-11 16:00:00,12,7,Office 365,Crítica,Abierto,4,64,Bucaramanga,Chat
2844,2026-02-05,2026-02-07 14:00:00,329,2,VPN,Media,Cerrado,24,62,Cali,Teléfono
2845,2024-12-31,2024-12-31 03:00:00,211,5,Impresoras,Media,Cerrado,24,3,Bucaramanga,Correo
2846,2025-05-04,2025-05-06 01:00:00,36,9,Telefonía,Crítica,Resuelto,8,49,Bogotá,Portal
2847,2026-02-13,2026-02-13 05:00:00,275,14,SAP,Alta,Cerrado,4,5,Pereira,Teams
2848,2025-10-14,2025-10-14 22:00:00,293,8,SAP,Baja,Resuelto,8,22,Barranquilla,Chat
2849,2025-02-20,2025-02-20 22:00:00,449,20,Impresoras,Crítica,Abierto,24,22,Barranquilla,Portal
2850,2025-12-07,2025-12-07 23:00:00,312,4,Impresoras,Crítica,Cerrado,4,23,Barranquilla,Teléfono
2851,2024-12-29,2024-12-30 18:00:00,245,14,Base de Datos,Media,Resuelto,4,42,Barranquilla,Correo
